Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
50404,6,28/02/2018 10:23:00,19,1,1,0,0,0,0,0,0,0,0,0,0,0,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,119,255,0,20,0,0,0,0,0,0,0,0,Benign
52021,6,28/02/2018 10:42:53,52,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0,0,596153.846153846,76923.0769230769,17.3333333333,12.4230967691,25,3,52,26,32.5269119346,49,3,0,0,0,0,0,0,0,0,0,60,20,57692.3076923077,19230.7692307692,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0,0,0,0,0,0,0,3,31,1,0,980,0,1,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 11:16:19,29314,2,2,84,310,42,42,42,0,155,155,155,0,13440.6768097155,136.4535716722,9771.3333333333,16658.9626427738,29007,40,29047,29047,0,29047,29047,307,307,0,307,307,0,0,0,0,16,16,68.2267858361,68.2267858361,42,155,87.2,61.8926489981,3830.7,0,0,0,0,0,0,0,0,1,109,42,155,0,0,0,0,0,0,2,84,2,310,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 10:52:38,1021,1,1,52,108,52,52,52.0,0.0,108,108,108.0,0.0,156709.108716944,1958.8638589618,1021.0,0.0,1021,1021,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,979.4319294809,979.4319294809,52,108,70.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,106.0,52.0,108.0,0,0,0,0,0,0,1,52,1,108,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
55722,6,28/02/2018 02:01:32,3384,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,591.0165484634,3384.0,0.0,3384,3384,3384,3384.0,0.0,3384,3384,0,0.0,0.0,0,0,0,0,0,0,40,0,591.0165484634,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,115,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,28/02/2018 12:05:35,21241971,1,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2353830537,5310492.75,5204503.19295668,12196537,43,0,0.0,0.0,0,0,21241928,7080642.66666667,4672226.00731111,12196537,3039316,0,0,0,0,24,92,0.0470766107,0.1883064429,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0,0,0,1,0,4,0,1024,0,0,24,3039359.0,0.0,3039359,3039359,9101306.0,4377317.65887764,12196537,6006075,Benign
53,17,28/02/2018 08:22:24,18967,1,1,41,73,41,41,41,0,73,73,73,0,6010.439184,105.4463015,18967,0,18967,18967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,52.72315074,52.72315074,41,73,51.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,77.5,41,73,0,0,0,0,0,0,1,41,1,73,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 09:49:04,17395,1,1,67,145,67,67,67.0,0.0,145,145,145.0,0.0,12187.4101753377,114.9755676919,17395.0,0.0,17395,17395,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,57.4877838459,57.4877838459,67,145,93.0,45.0333209968,2028.0,0,0,0,0,0,0,0,0,1,139.5,67.0,145.0,0,0,0,0,0,0,1,67,1,145,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
49154,6,28/02/2018 10:50:04,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Infilteration
443,6,28/02/2018 09:24:03,116930024,13,12,589,4861,189,0,45.3076923077,67.5084989901,1460,0,405.0833333333,639.9842978661,46.6090727904,0.2138030862,4872084.33333333,16457648.3725177,58597641,2,116930024,9744168.66666667,22696901.6826203,58654685,43,116852148,10622922.5454545,23598250.1921987,58614460,2,0,0,0,0,272,252,0.1111776048,0.1026254814,0,1460,209.6153846154,465.3368738386,216538.406153846,0,0,1,1,0,0,0,1,0,218,45.3076923077,405.0833333333,0,0,0,0,0,0,13,589,12,4861,8192,31,6,20,120163.5,63037.8624359995,164738,75589,58305897.5,412587.614434195,58597641,58014154,Benign
