Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,17,22/02/2018 10:54:59,281,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,377224.199288256,7117.4377224199,281.0,0.0,281,281,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3558.71886121,3558.71886121,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,22/02/2018 03:38:03,1317,1,1,65,147,65,65,65.0,0.0,147,147,147.0,0.0,160971.905846621,1518.6028853455,1317.0,0.0,1317,1317,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,759.3014426727,759.3014426727,65,147,92.3333333333,47.3427220735,2241.3333333333,0,0,0,0,0,0,0,0,1,138.5,65.0,147.0,0,0,0,0,0,0,1,65,1,147,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,22/02/2018 09:44:02,175401,9,7,557,3773,206,0,61.8888888889,88.3437100823,1460,0,539.0,655.4329358015,24686.2902720053,91.2195483492,11693.4,19105.2152857351,51278,1,175401,21925.125,23129.4178447986,55414,33,114422,19070.3333333333,28051.0402564088,58278,1,0,0,0,0,192,152,51.3109959464,39.9085524028,0,1460,254.7058823529,474.6863128301,225327.095588235,0,0,0,1,0,0,0,0,0,270.625,61.8888888889,539.0,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,22/02/2018 05:28:50,461148,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.6740048748,153716.0,264482.263172788,459112,107,461148,230574.0,323352.859968796,459219,1929,0,0.0,0.0,0,0,0,0,0,0,72,32,6.5055036561,2.1685012187,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,22/02/2018 05:11:27,757,1,1,43,127,43,43,43.0,0.0,127,127,127.0,0.0,224570.673712021,2642.0079260238,757.0,0.0,757,757,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1321.0039630119,1321.0039630119,43,127,71.0,48.4974226119,2352.0,0,0,0,0,0,0,0,0,1,106.5,43.0,127.0,0,0,0,0,0,0,1,43,1,127,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,22/02/2018 12:00:02,107925,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,2946.4906184851,37.0627750753,35975.0,33687.8633486898,66854,48,41023,41023.0,0.0,41023,41023,48,48.0,0.0,48,48,0,0,0,0,16,16,18.5313875376,18.5313875376,34,125,70.4,49.842752733,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,0,0,0,0,0,0,2,68,2,250,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,22/02/2018 08:36:05,648,1,1,44,105,44,44,44.0,0.0,105,105,105.0,0.0,229938.271604938,3086.4197530864,648.0,0.0,648,648,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1543.2098765432,1543.2098765432,44,105,64.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,96.5,44.0,105.0,0,0,0,0,0,0,1,44,1,105,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,22/02/2018 01:29:51,111278711,33,33,5828,7280,529,0,176.6060606061,252.9135152817,662,0,220.6060606061,316.8214145416,117.7943191668,0.5931053605,1711980.16923077,3563059.54713609,9952941,1490,111278711,3477459.71875,4459012.29295073,9952941,22685,111211293,3475352.90625,4510571.86444446,10026693,1490,0,0,0,0,660,660,0.2965526802,0.2965526802,0,662,195.6567164179,284.1607287519,80747.3197648123,0,0,0,0,1,0,0,0,1,198.6212121212,176.6060606061,220.6060606061,0,0,0,0,0,0,33,5828,33,7280,62917,65535,21,20,1068719.3,472663.757563697,2093663,93731,9952906.3,24.3038634331,9952941,9952855,Benign
445,6,22/02/2018 01:14:18,88009,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45.4498971696,29336.3333333333,50753.1408420536,87941,1,88009,44004.5,62230.3464918845,88008,1,0,0.0,0.0,0,0,0,0,0,0,72,32,34.0874228772,11.3624742924,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,22/02/2018 01:26:13,66256,2,2,72,286,36,36,36.0,0.0,143,143,143.0,0.0,5403.2842308621,60.3718908476,22085.3333333333,20863.3807024014,41511,33,41511,41511.0,0.0,41511,41511,33,33.0,0.0,33,33,0,0,0,0,16,16,30.1859454238,30.1859454238,36,143,78.8,58.6063136531,3434.7,0,0,0,0,0,0,0,0,1,98.5,36.0,143.0,0,0,0,0,0,0,2,72,2,286,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
