Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,21/02/2018 02:14:10,30552,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,65.46216287,30552.0,0.0,30552,30552,30552,30552.0,0.0,30552,30552,0,0.0,0.0,0,0,0,0,0,0,40,0,65.46216287,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:22:01,6568,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,304.5066991,6568.0,0.0,6568,6568,6568,6568.0,0.0,6568,6568,0,0.0,0.0,0,0,0,0,0,0,40,0,304.5066991,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:31:27,1388,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1440.92219,1388.0,0.0,1388,1388,1388,1388.0,0.0,1388,1388,0,0.0,0.0,0,0,0,0,0,0,40,0,1440.92219,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:20:55,1189,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1682.085786,1189.0,0.0,1189,1189,1189,1189.0,0.0,1189,1189,0,0.0,0.0,0,0,0,0,0,0,40,0,1682.085786,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
49369,6,21/02/2018 02:29:27,16778,5,2,935,312,935,0,187.0,418.1447118,312,0,156.0,220.6173157,74323.51889,417.213017,2796.333333,6564.309855,16193,3,16778,4194.5,8208.423905,16506,3,16193,16193.0,0.0,16193,16193,0,0,0,0,124,40,298.0092979,119.2037192,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,0,178.1428571,187.0,156.0,0,0,0,0,0,0,5,935,2,312,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:11:30,30193,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66.24051933,30193.0,0.0,30193,30193,30193,30193.0,0.0,30193,30193,0,0.0,0.0,0,0,0,0,0,0,40,0,66.24051933,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:32:09,1499,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1334.222815,1499.0,0.0,1499,1499,1499,1499.0,0.0,1499,1499,0,0.0,0.0,0,0,0,0,0,0,40,0,1334.222815,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:21:24,14604,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,136.9487812,14604.0,0.0,14604,14604,14604,14604.0,0.0,14604,14604,0,0.0,0.0,0,0,0,0,0,0,40,0,136.9487812,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
55142,6,21/02/2018 02:33:19,1170,5,2,935,324,935,0,187.0,418.1447118,324,0,162.0,229.1025971,1076068.376,5982.905983,195.0,222.1531004,547,7,1170,292.5,421.4431555,907,7,547,547.0,0.0,547,547,0,0,0,0,124,40,4273.504274,1709.401709,0,935,157.375,334.0371825,111580.8393,0,0,1,1,0,0,0,1,0,179.8571429,187.0,162.0,0,0,0,0,0,0,5,935,2,324,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:28:36,738,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2710.0271,738.0,0.0,738,738,738,738.0,0.0,738,738,0,0.0,0.0,0,0,0,0,0,0,40,0,2710.0271,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
