Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
52396,6,16/02/2018 01:46:31,4299152,5,3,935,352,935,0,187.0,418.1447118,352,0,117.3333333,203.2272948,299.3613624,1.86083209,614164.5714,1586651.82,4212147,8,4299152,1074788.0,2091708.341,4212155,16,57196,28598.0,21596.45531,43869,13327,0,0,0,0,168,104,1.163020056,0.697812034,0,935,143.0,319.0,101761.0,0,0,0,0,1,0,0,0,0,160.875,187.0,117.3333333,0,0,0,0,0,0,5,935,3,352,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:58,339,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5899.705015,339.0,0.0,339,339,339,339.0,0.0,339,339,0,0.0,0.0,0,0,0,0,0,0,64,0,5899.705015,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:45:31,1075123,4,4,354,935,354,0,88.5,177.0,935,0,233.75,467.5,1198.932587,7.441009075,153589.0,381466.6035,1017883,3,1029745,343248.3333,584259.1759,1017883,2795,57237,19079.0,23459.44763,45298,73,0,0,0,0,144,136,3.720504538,3.720504538,0,935,143.2222222,319.1644473,101865.9444,0,0,0,1,0,0,0,0,1,161.125,88.5,233.75,0,0,0,0,0,0,4,354,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:46:27,5653,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,353.7944454,5653.0,0.0,5653,5653,5653,5653.0,0.0,5653,5653,0,0.0,0.0,0,0,0,0,0,0,64,0,353.7944454,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
39460,6,16/02/2018 01:45:49,4990936,4,5,935,353,935,0,233.75,467.5,353,0,70.6,157.8663992,258.0678254,1.803268966,623867.0,1713818.529,4864289,4,4989758,1663252.667,2772612.857,4864293,13869,126647,31661.75,53576.52655,111341,77,0,0,0,0,136,168,0.801452874,1.001816092,0,935,128.8,304.2184157,92548.84444,0,0,0,0,1,0,0,0,1,143.1111111,233.75,70.6,0,0,0,0,0,0,4,935,5,353,219,225,1,32,0,0,0,0,0,0,0,0,Benign
40934,6,16/02/2018 01:47:21,4161268,5,4,935,321,935,0,187.0,418.1447118,321,0,80.25,160.5,301.8310765,2.1628023,520158.5,1444604.422,4095119,8,4161268,1040317.0,2036864.09,4095381,24,4152230,1384076.667,2347936.537,4095119,6350,0,0,0,0,168,136,1.201556833,0.961245467,0,935,125.6,301.7564139,91056.93333,0,0,0,0,1,1,0,0,0,139.5555556,187.0,80.25,0,0,0,0,0,0,5,935,4,321,237,211,1,32,0,0,0,0,0,0,0,0,Benign
51960,6,16/02/2018 01:45:47,4214241,5,3,935,361,935,0,187.0,418.1447118,361,0,120.3333333,208.4234472,307.5286867,1.898325226,602034.4286,1558810.65,4136725,9,4214241,1053560.25,2055614.917,4136739,43,61155,30577.5,42806.12321,60846,309,0,0,0,0,168,104,1.186453266,0.71187196,0,935,144.0,319.7502932,102240.25,0,0,0,0,1,0,0,0,0,162.0,187.0,120.3333333,0,0,0,0,0,0,5,935,3,361,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:45:29,1827,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1094.69075,1827.0,0.0,1827,1827,1827,1827.0,0.0,1827,1827,0,0.0,0.0,0,0,0,0,0,0,64,0,1094.69075,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
21,6,16/02/2018 10:23:04,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0.0,0,0,0,0.0,0,0,DoS attacks-SlowHTTPTest
80,6,16/02/2018 01:46:58,1077,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1857.010214,1077.0,0.0,1077,1077,1077,1077.0,0.0,1077,1077,0,0.0,0.0,0,0,0,0,0,0,64,0,1857.010214,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
