Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
445,6,01/03/2018 08:46:18,475192,5,4,286,170,103,0,57.2,52.48523602,131,0,42.5,61.79805822,959.6121147,18.93971279,59399.0,81846.3896,162709,36,475115,118778.75,79226.67967,162775,36,475126,158375.3333,4097.423743,163000,155198,0,0,0,0,112,92,10.52206266,8.417650129,0,131,45.6,52.98469381,2807.377778,0,0,0,1,0,0,0,0,0,50.66666667,57.2,42.5,0,0,0,0,0,0,5,286,4,170,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,01/03/2018 09:46:43,139,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14388.48921,139.0,0.0,139,139,139,139.0,0.0,139,139,0,0.0,0.0,0,0,0,0,0,0,40,0,14388.48921,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 01:54:00,38199,2,2,82,254,41,41,41.0,0.0,127,127,127.0,0.0,8796.041781,104.7147831,12733.0,20978.95412,36957,499,37456,37456.0,0.0,37456,37456,1242,1242.0,0.0,1242,1242,0,0,0,0,16,16,52.35739155,52.35739155,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41.0,127.0,0,0,0,0,0,0,2,82,2,254,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 03:50:52,15813822,6,7,0,1508,0,0,0.0,0.0,377,0,215.4285714,201.5149764,95.35961642,0.822065659,1317818.5,2154313.461,4907972,47590,15800000,3162764.4,2510021.896,5035858,154870,15000000,2495241.5,2665344.687,4957791,47590,0,0,0,0,120,140,0.379414919,0.442650739,0,377,107.7142857,176.7403261,31237.14286,0,0,0,0,1,0,0,0,1,116.0,0.0,215.4285714,0,0,0,0,0,0,6,0,7,1508,5532,5565,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 04:54:33,177,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,435028.2486,16949.15254,88.5,101.1162697,160,17,177,88.5,101.1162697,160,17,0,0,0,0,0,1,0,0,0,60,0,16949.15254,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 04:44:34,274,1,1,78,158,78,78,78.0,0.0,158,158,158.0,0.0,861313.8686,7299.270073,274.0,0.0,274,274,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3649.635036,3649.635036,78,158,104.6666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,157.0,78.0,158.0,0,0,0,0,0,0,1,78,1,158,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 08:27:26,267656,2,2,58,164,29,29,29.0,0.0,82,82,82.0,0.0,829.4228413,14.9445557,89218.66667,132011.987,240869,22,26765,26765.0,0.0,26765,26765,22,22.0,0.0,22,22,0,0,0,0,16,16,7.472277849,7.472277849,29,82,50.2,29.02929555,842.7,0,0,0,0,0,0,0,0,1,62.75,29.0,82.0,0,0,0,0,0,0,2,58,2,164,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 11:12:06,1174,1,1,34,112,34,34,34.0,0.0,112,112,112.0,0.0,124361.1584,1703.577513,1174.0,0.0,1174,1174,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,851.7887564,851.7887564,34,112,60.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,90.0,34.0,112.0,0,0,0,0,0,0,1,34,1,112,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 10:18:44,920,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,106521.7391,2173.913043,920.0,0.0,920,920,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1086.956522,1086.956522,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
53,17,01/03/2018 04:55:02,991,1,1,45,111,45,45,45.0,0.0,111,111,111.0,0.0,157416.7508,2018.163471,991.0,0.0,991,991,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1009.081736,1009.081736,45,111,67.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,100.5,45.0,111.0,0,0,0,0,0,0,1,45,1,111,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
